ID,Nationality,Club,Age,Value,Wage,Name,Special
208334,Germany,1. FC Köln,27,14M,42K,J. Hector,2065
208333,Germany,Liverpool,23,19.5M,105K,E. Can,2135
207993,Bosnia Herzegovina,Arsenal,24,15.5M,91K,S. Kolašinac,1888
206585,Spain,Athletic Club de Bilbao,22,15.5M,20K,Arrizabalaga,1207
206467,France,OGC Nice,24,20.5M,41K,A. Pléa,2048
206413,Ukraine,Shakhtar Donetsk,27,14M,1K,T. Stepanenko,2014
206273,Russia,Zenit St. Petersburg,26,16M,74K,O. Shatov,2021
205976,Brazil,RCD Espanyol,24,19M,36K,Leo Baptistao,1857
205362,Serbia,FC Schalke 04,24,16.5M,38K,M. Nastasić,1730
205192,Spain,FC Barcelona,23,20.5M,140K,Denis Suárez,2005
204529,Belgium,Chelsea,23,20M,120K,M. Batshuayi,1852
204082,United States,VfL Wolfsburg,24,17M,57K,J. Brooks,1738
203888,Brazil,Feyenoord,29,11.5M,22K,Eric Botteghin,1601
203775,Germany,Liverpool,24,14M,71K,L. Karius,1203
203486,Belgium,Borussia Mönchengladbach,24,19.5M,44K,T. Hazard,2011
203280,France,Olympique de Marseille,27,16M,42K,V. Germain,2013
201510,France,Paris Saint-Germain,24,16.5M,69K,L. Kurzawa,2139
200647,Slovenia,Atalanta,29,15M,42K,J. Iličić,1946
200610,Germany,Bayer 04 Leverkusen,24,19M,59K,K. Volland,2065
199914,Brazil,Napoli,26,17.5M,74K,Allan,2105
199827,Chile,RC Celta de Vigo,30,13.5M,32K,P. Hernández,2064
199434,Serbia,Southampton,28,15M,98K,D. Tadić,1954
199110,Colombia,Sevilla FC,26,18.5M,26K,L. Muriel,1900
198950,Spain,Sevilla FC,25,18.5M,23K,Pablo Sarabia,1862
198784,England,Liverpool,23,20M,105K,A. Oxlade-Chamberlain,2004
198118,France,VfL Wolfsburg,26,15M,66K,J. Guilavogui,1967
196934,Turkey,Beşiktaş JK,24,19.5M,54K,O. Özyakup,2127
195861,Ukraine,Shakhtar Donetsk,27,14.5M,1K,Y. Rakitskyi,2115
194879,Spain,SD Eibar,27,17.5M,31K,Sergi Enrich,1916
194404,Brazil,Valencia CF,27,10M,30K,Neto,1275
194229,Spain,RC Celta de Vigo,26,15M,29K,Hugo Mallo,1912
193886,Germany,VfL Wolfsburg,27,17M,73K,D. Didavi,2074
193361,Italy,Villarreal CF,26,17.5M,42K,R. Soriano,2122
193130,Germany,Borussia Dortmund,26,17.5M,66K,A. Schürrle,2037
193116,France,Roma,28,12M,71K,M. Gonalons,2019
193061,Argentina,Watford,26,18M,69K,R. Pereyra,2076
192641,Germany,TSG 1899 Hoffenheim,25,15M,40K,K. Vogt,1953
192492,Chile,Valencia CF,31,13M,40K,F. Orellana,1919
191687,Brazil,Galatasaray SK,28,12M,68K,Maicon,1882
190972,Argentina,SL Benfica,26,16M,17K,E. Salvio,2027
190815,Netherlands,Manchester United,27,13.5M,120K,D. Blind,2078
190813,Italy,Roma,24,19M,71K,S. El Shaarawy,1873
190717,England,West Ham United,27,17.5M,120K,M. Antonio,2074
190264,Spain,Torino,27,15.5M,61K,Iago Falqué,1928
189250,Venezuela,West Bromwich Albion,27,16M,89K,S. Rondón,1792
189156,Portugal,Sevilla FC,28,13.5M,23K,Daniel Carriço,1936
188802,Germany,Borussia Dortmund,29,11M,63K,M. Schmelzer,2000
188253,Republic of Ireland,Everton,26,15.5M,110K,J. McCarthy,2047
187735,Russia,CSKA Moscow,27,16.5M,57K,A. Dzagoev,2141
187688,Brazil,Sevilla FC,27,17M,24K,Ganso,1870
187491,Russia,FC Krasnodar,27,17.5M,59K,F. Smolov,1957
186146,England,Arsenal,26,17.5M,130K,D. Welbeck,1972
185221,Brazil,Olympique de Marseille,29,11.5M,37K,Luiz Gustavo,1971
185132,Spain,Athletic Club de Bilbao,28,14.5M,33K,Mikel San José,1946
184392,Italy,Manchester United,27,13.5M,120K,M. Darmian,2005
184190,France,Angers SCO,29,11.5M,32K,R. Thomas,1654
183909,Guinea,Borussia Mönchengladbach,29,14.5M,48K,I. Traoré,1987
182002,Brazil,RC Deportivo de La Coruña,27,14.5M,29K,Sidnei,1787
178416,Netherlands,Beşiktaş JK,29,14.5M,17K,J. Lens,1994
178311,Italy,Inter,30,14.5M,80K,Eder,1939
177644,Spain,Real Madrid CF,30,9.5M,120K,Kiko Casilla,1281
177604,Spain,Arsenal,31,9.5M,110K,Nacho Monreal,2008
177458,Germany,Bayer 04 Leverkusen,28,13.5M,59K,S. Bender,1866
176930,Chile,U.N.A.M.,30,13.5M,31K,M. Díaz,2099
176915,Argentina,Atlético Madrid,31,12.5M,62K,A. Fernández,2056
176733,Sweden,,30,0,0,M. Berg,1841
176376,Argentina,Montreal Impact,32,11.5M,14K,I. Piatti,2039
176104,Slovenia,Chievo Verona,30,14M,25K,V. Birsa,2000
175379,Spain,SD Eibar,30,14M,29K,Pedro León,1957
173909,Ghana,Eintracht Frankfurt,30,14.5M,41K,K. Boateng,2156
173521,Spain,FC Porto,30,11M,18K,Marcano,1786
173432,Mexico,Roma,29,11.5M,71K,H. Moreno,1882
173373,Argentina,Manchester United,30,9.5M,97K,S. Romero,1251
173221,Italy,Inter,30,14M,74K,A. Candreva,2062
173208,Italy,Zenit St. Petersburg,30,10.5M,67K,D. Criscito,2093
172522,Denmark,RC Celta de Vigo,28,14.5M,33K,D. Wass,2107
172316,Spain,FC Schalke 04,30,10.5M,44K,Coke,2030
171897,Mexico,Real Betis Balompié,30,13.5M,32K,A. Guardado,2098
170370,Mexico,LA Galaxy,27,16.5M,13K,J. dos Santos,2056
170368,Argentina,Tottenham Hotspur,25,18.5M,96K,E. Lamela,2047
169705,England,Southampton,27,12M,86K,R. Bertrand,2027
169195,Brazil,,29,0,0,Renato Augusto,2069
168530,Brazil,SL Benfica,31,10M,16K,Jardel,1655
167553,Uzbekistan,Lokomotiv Moscow,30,10.5M,50K,V. Denisov,1988
167514,Serbia,Lazio,32,8M,54K,D. Basta,2097
165536,Argentina,RC Celta de Vigo,31,10M,29K,G. Cabral,1681
165526,Italy,Milan,31,10M,96K,G. Paletta,1617
164859,England,Arsenal,28,15M,125K,T. Walcott,1976
164835,Poland,Swansea City,32,8.5M,60K,L. Fabiański,1206
163155,England,West Bromwich Albion,34,6M,60K,B. Foster,1241
162369,Bosnia Herzegovina,Hertha BSC Berlin,32,12M,41K,V. Ibišević,1890
162329,Morocco,Feyenoord,32,11M,23K,K. El Ahmadi,2045
158232,Ivory Coast,Hertha BSC Berlin,31,13M,38K,S. Kalou,1922
157960,Portugal,Lokomotiv Moscow,31,13M,54K,Manuel Fernandes,2145
156713,Sweden,FC Krasnodar,32,8.5M,50K,A. Granqvist,1798
150516,Germany,Vissel Kobe,32,12M,13K,L. Podolski,2036
146460,Spain,RCD Espanyol,33,6M,34K,Javi Fuego,1979
143587,Argentina,San Lorenzo de Almagro,33,9M,30K,F. Belluschi,2102
140293,Italy,Bologna,33,7.5M,48K,A. Mirante,1194
139968,Nigeria,LOSC Lille,34,6M,40K,V. Enyeama,1373
139668,Italy,Lazio,34,6M,44K,F. Marchetti,1259
138449,Brazil,Orlando City Soccer Club,35,6.5M,10K,Kaká,1832
138412,England,Liverpool,31,9.5M,110K,J. Milner,2155
134744,Canada,Beşiktaş JK,34,4.5M,56K,A. Hutchinson,2065
124635,Turkey,Fenerbahçe SK,31,10M,73K,M. Topal,2051
112316,France,Sporting CP,33,6M,21K,J. Mathieu,1996
111661,Cameroon,Fenerbahçe SK,33,7.5M,59K,C. Kameni,1236
53914,England,Everton,34,4.5M,110K,P. Jagielka,1918
52091,France,Olympique de Marseille,36,1.7M,25K,P. Evra,2023
50542,England,Bournemouth,34,8M,87K,J. Defoe,1880
48717,Brazil,SL Benfica,37,1M,8K,Júlio César,1263
21146,England,Manchester United,35,3.5M,86K,M. Carrick,1992
230977,Paraguay,Atlanta United FC,23,16.5M,11K,M. Almirón,2025
230142,Spain,Real Sociedad,20,18M,33K,Oyarzabal,1820
227476,Brazil,FC Porto,26,15.5M,21K,Soares,1943
225647,Uruguay,Independiente,28,11M,23K,M. Campaña,1205
225018,Romania,RC Deportivo de La Coruña,24,17M,31K,F. Andone,1977
224334,Argentina,Sporting CP,25,16M,22K,M. Acuña,2103
221660,Sweden,Manchester United,22,15M,105K,V. Lindelöf,1869
221130,France,OGC Nice,23,12.5M,26K,Y. Cardinale,1285
220440,France,Sevilla FC,22,14.5M,19K,C. Lenglet,1696
218339,Germany,Borussia Dortmund,21,18.5M,52K,M. Dahoud,1979
216150,Italy,Chelsea,25,13.5M,110K,D. Zappacosta,2079
215466,Serbia,Napoli,25,13.5M,64K,N. Maksimović,1594
215259,Argentina,Zenit St. Petersburg,24,17.5M,64K,E. Rigoni,1950
215057,Argentina,Club Atlético Lanús,27,12.5M,23K,I. Marcone,1916
215051,Argentina,SL Benfica,27,12M,16K,L. López,1785
214997,Argentina,Atlético Madrid,22,19M,60K,A. Correa,1965
213345,France,FC Bayern Munich,21,18M,81K,K. Coman,1855
213150,Russia,FC Krasnodar,26,11M,40K,S. Kritsyuk,1186
212886,France,OGC Nice,22,18.5M,37K,W. Cyprien,2165
212602,Spain,Real Sociedad,23,16M,29K,Diego Llorente,1733
212523,Brazil,Beşiktaş JK,23,17M,15K,Anderson Talisca,2096
212501,Belgium,RSC Anderlecht,22,15M,25K,L. Dendoncker,2108
212150,Germany,FC Schalke 04,21,18M,38K,M. Meyer,1853
211688,Spain,Valencia CF,22,14M,31K,Gayà,2062
211381,Morocco,Southampton,23,17M,90K,S. Boufal,1842
211354,Italy,Fiorentina,22,17.5M,64K,M. Benassi,2086
211256,Argentina,Independiente,24,14M,23K,N. Tagliafico,2006
210864,Albania,Napoli,23,13.5M,58K,E. Hysaj,1911
210514,Portugal,Inter,23,15M,31K,João Cancelo,2116
210413,Italy,Milan,22,16M,83K,A. Romagnoli,1683
208777,Spain,FC Porto,22,17M,17K,Óliver Torres,1977
208128,Turkey,Milan,23,16.5M,92K,H. Çalhanoğlu,1988
208093,Spain,RCD Espanyol,25,16.5M,39K,Gerard Moreno,1919
207948,Burkina Faso,Olympique Lyonnais,21,17.5M,65K,B. Traoré,1957
207441,Argentina,Atlético Madrid,23,18M,60K,L. Vietto,1979
207439,Argentina,Zenit St. Petersburg,23,16.5M,64K,L. Paredes,2094
206511,Germany,VfL Wolfsburg,23,16.5M,63K,M. Arnold,2048
206113,Germany,TSG 1899 Hoffenheim,21,18.5M,81K,S. Gnabry,1980
205988,England,Manchester United,21,14M,91K,L. Shaw,2011
205678,Bosnia Herzegovina,İstanbul Başakşehir FK,27,13M,35K,E. Višća,1977
205525,Brazil,Shakhtar Donetsk,24,17M,1K,Bernard,1921
205407,Italy,Torino,25,16.5M,54K,D. Baselli,2087
205175,Poland,Napoli,23,18M,71K,A. Milik,1912
205069,Spain,FC Bayern Munich,24,13.5M,81K,Bernat,2069
204638,Germany,RB Leipzig,24,13.5M,57K,W. Orban,1656
204523,Spain,Real Sociedad,24,16M,33K,Rubén Pardo,1966
204311,France,Stoke City,22,15M,96K,K. Zouma,1861
204024,Germany,Borussia Mönchengladbach,26,13M,42K,C. Kramer,1849
203890,Croatia,Atlético Madrid,25,13.5M,54K,S. Vrsaljko,2044
203757,Cape Verde,Spartak Moscow,26,15.5M,80K,Zé Luís,1872
203574,England,Manchester City,23,14.5M,105K,J. Stones,1807
202849,Denmark,Borussia Mönchengladbach,24,14.5M,36K,J. Vestergaard,1712
202642,Brazil,Spartak Moscow,25,14M,64K,Fernando,2065
202556,Netherlands,Olympique Lyonnais,23,17M,71K,M. Depay,1997
201988,Argentina,Swansea City,28,10M,78K,F. Fernández,1599
201956,Senegal,Hannover 96,26,12.5M,47K,S. Sané,1813
201858,Italy,Villarreal CF,25,16M,43K,N. Sansone,1993
201533,France,VfL Wolfsburg,24,16M,63K,P. Ntep,1917
201454,Algeria,Napoli,26,13M,68K,F. Ghoulam,2067
201377,Colombia,Valencia CF,25,13.5M,64K,J. Murillo,1822
201305,Brazil,Valencia CF,26,12.5M,37K,Gabriel Paulista,1902
201262,Czech Republic,Hertha BSC Berlin,26,14.5M,38K,V. Darida,2098
201118,Portugal,Southampton,25,13M,82K,Cédric,2118
201049,Italy,Napoli,27,12.5M,68K,L. Tonelli,1678
201046,Italy,Fiorentina,25,16M,6K,R. Saponara,1864
201042,France,AS Monaco,24,13M,35K,D. Sidibé,2086
200641,Ukraine,FC Schalke 04,27,13M,53K,Y. Konoplyanka,1931
200458,France,FC Barcelona,23,14M,125K,L. Digne,2052
200454,Spain,FC Barcelona,23,17.5M,150K,Paco Alcácer,1859
199977,Spain,UD Las Palmas,28,12.5M,30K,Vicente Gómez,1886
199952,Turkey,RC Deportivo de La Coruña,26,15.5M,32K,E. Çolak,1947
199852,Denmark,Feyenoord,26,15.5M,25K,N. Jørgensen,1931
199576,Spain,Southampton,25,13M,82K,Oriol Romeu,1837
199561,Spain,Sevilla FC,30,12M,26K,Nolito,1986
199550,Netherlands,Stoke City,25,13.5M,71K,B. Martins Indi,1719
198683,Italy,Southampton,25,16.5M,98K,M. Gabbiadini,1893
198077,Germany,Borussia Mönchengladbach,26,15M,46K,P. Herrmann,1961
197948,France,Newcastle United,26,13.5M,75K,F. Lejeune,1821
195363,Netherlands,VfL Wolfsburg,25,13.5M,63K,J. Bruma,1865
194957,England,Manchester United,25,12.5M,115K,P. Jones,1860
194911,Spain,West Ham United,30,8M,80K,Adrián,1246
194174,Spain,Málaga CF,25,16M,31K,Keko,1947
193887,Paraguay,RCD Espanyol,28,12.5M,39K,H. Pérez,1912
193171,Spain,Villarreal CF,29,9.5M,40K,Jaume Costa,2048
193105,France,Paris Saint-Germain,24,13M,54K,A. Areola,1266
192679,Spain,Sevilla FC,27,10.5M,22K,Escudero,2047
192565,Turkey,VfL Wolfsburg,25,15.5M,69K,Y. Mallı,1921
192086,Russia,Zenit St. Petersburg,26,15.5M,80K,A. Kokorin,2004
191210,France,Sevilla FC,26,12M,22K,S. Corchia,2114
190875,Slovakia,Trabzonspor,30,11.5M,42K,J. Kucka,2178
190778,Netherlands,PSV,26,11M,17K,J. Zoet,1276
190544,Serbia,Torino,25,16M,58K,A. Ljajić,1940
190286,Spain,Real Sociedad,26,15.5M,37K,Canales,1764
190243,Switzerland,FC Augsburg,29,8.5M,27K,M. Hitz,1195
190223,Spain,Athletic Club de Bilbao,29,9.5M,31K,Balenziaga,1957
189963,Ivory Coast,Swansea City,28,13M,92K,W. Bony,1880
189433,Germany,TSG 1899 Hoffenheim,27,10.5M,42K,B. Hübner,1659
189271,France,Arsenal,26,12M,110K,F. Coquelin,1965
189169,Brazil,Hannover 96,28,13M,59K,Jonathas,1803
188955,Argentina,Club Tijuana,27,14.5M,34K,G. Bou,1915
188524,Turkey,İstanbul Başakşehir FK,28,10M,28K,V. Babacan,1228
188428,Ivory Coast,Sporting CP,29,12.5M,26K,S. Doumbia,1997
187457,Ecuador,Zenit St. Petersburg,32,9.5M,74K,C. Noboa,2173
187347,Russia,Zenit St. Petersburg,28,10M,71K,I. Smolnikov,2047
187324,Brazil,Lazio,28,10M,57K,Maurício,1789
186307,Mexico,Eintracht Frankfurt,27,13M,38K,M. Fabián,2018
186148,Germany,VfB Stuttgart,28,10M,27K,R. Zieler,1155
186132,England,Chelsea,27,14M,125K,D. Drinkwater,2069
185103,Serbia,Roma,31,8M,68K,A. Kolarov,2173
184949,Brazil,Galatasaray SK,31,8M,65K,Mariano,2102
184881,Algeria,Galatasaray SK,27,13M,77K,S. Feghouli,1901
184477,Greece,Hamburger SV,25,13.5M,40K,K. Papadopoulos,1737
184069,Germany,TSG 1899 Hoffenheim,29,12.5M,52K,S. Wagner,1730
183899,Argentina,RCD Espanyol,28,12.5M,39K,P. Piatti,1970
183893,Argentina,West Bromwich Albion,29,10M,78K,C. Yacob,1856
183855,Italy,West Ham United,29,10M,105K,A. Ogbonna,1726
183666,Spain,Málaga CF,31,7.5M,28K,Roberto,1292
183108,Morocco,CD Leganés,30,12M,69K,N. Amrabat,2070
181402,France,Antalyaspor,28,10M,25K,W. Vainqueur,1966
180334,Brazil,Olympique Lyonnais,30,9.5M,68K,Marcelo,1773
178424,Portugal,Getafe CF,30,9M,29K,Antunes,2139
177723,Spain,Beşiktaş JK,29,10M,48K,Fabricio,1358
177578,Austria,Watford,30,9.5M,63K,S. Prödl,1526
177519,Germany,Spartak Moscow,30,9.5M,67K,S. Tasci,1805
177159,United States,Borussia Mönchengladbach,29,12.5M,48K,F. Johnson,2068
176993,Spain,Deportivo Alavés,26,15M,82K,Bojan,1811
176944,Belgium,Manchester United,29,12M,140K,M. Fellaini,2027
176731,Sweden,CSKA Moscow,31,8.5M,52K,P. Wernbloom,1967
176571,Ghana,West Ham United,27,13M,110K,A. Ayew,2086
176550,Colombia,Arsenal,28,9M,91K,D. Ospina,1159
176285,New Zealand,West Ham United,28,11.5M,105K,W. Reid,1753
176266,Brazil,Lazio,30,9.5M,54K,Lucas Leiva,1862
173474,Austria,SV Werder Bremen,29,12M,40K,Z. Junuzović,2196
173306,Argentina,Torino,30,9M,68K,C. Ansaldi,2056
172962,Nigeria,Chelsea,26,12.5M,115K,V. Moses,2103
172290,France,Real Sociedad,30,11.5M,37K,D. Zurutuza,2017
172114,Argentina,Portland Timbers,31,11M,13K,D. Valeri,1974
171791,Portugal,West Ham United,33,5M,99K,José Fonte,1630
170797,Turkey,Borussia Dortmund,28,10M,63K,N. Şahin,2085
170733,Ivory Coast,,30,0,0,Gervinho,1871
170369,Mexico,LA Galaxy,28,13M,15K,G. dos Santos,1917
169596,England,Stoke City,29,10M,78K,R. Shawcross,1671
169588,Northern Ireland,West Bromwich Albion,29,10M,78K,J. Evans,1706
168435,Italy,Torino,30,8M,41K,S. Sirigu,1191
168320,Ghana,Kayserispor,31,11.5M,24K,A. Gyan,1901
167943,France,Crystal Palace,31,11M,69K,Y. Cabaye,2124
166072,Brazil,Udinese,33,5M,34K,Danilo,1625
165501,Argentina,Sevilla FC,33,5M,22K,N. Pareja,1917
165109,Romania,Lazio,30,9M,54K,S. Radu,1972
160741,Argentina,Eintracht Frankfurt,30,9.5M,35K,D. Abraham,1881
159240,Denmark,Sevilla FC,34,6.5M,24K,M. Krohn-Dehli,2084
159171,Spain,RCD Espanyol,31,11M,37K,Jurado,1896
159145,France,Galatasaray SK,31,11.5M,77K,B. Gomis,1882
156519,Mexico,FC Porto,27,14M,19K,H. Herrera,2054
148711,Brazil,SL Benfica,36,1.7M,11K,Luisão,1653
148122,Russia,CSKA Moscow,35,3M,37K,V. Berezutskiy,1718
148119,Russia,CSKA Moscow,31,7.5M,42K,I. Akinfeev,1205
147782,Russia,Lokomotiv Moscow,33,5M,50K,I. Denisov,2036
147621,Russia,Spartak Moscow,32,10M,74K,A. Samedov,2043
146482,Spain,Real Sociedad,33,7.5M,37K,Xabi Prieto,1901
146439,Spain,Beşiktaş JK,31,11.5M,67K,Negredo,1921
142902,Ukraine,Shakhtar Donetsk,33,6.5M,1K,A. Pyatov,1198
142784,Argentina,West Ham United,32,7M,99K,P. Zabaleta,2033
140233,Mexico,Standard de Liège,31,7.5M,18K,G. Ochoa,1206
139062,Argentina,Chelsea,35,3M,59K,W. Caballero,1241
137809,Brazil,Alanyaspor,33,8M,24K,Vágner Love,1912
137677,Netherlands,Tottenham Hotspur,33,6.5M,74K,M. Vorm,1302
137351,Germany,FC Augsburg,33,5M,32K,D. Baier,1981
135451,Brazil,Watford,36,1.7M,33K,Gomes,1253
121933,Germany,1. FSV Mainz 05,32,7M,28K,R. Adler,1167
49031,Italy,Chievo Verona,38,850K,12K,S. Sorrentino,1160
8473,Czech Republic,Sparta Praha,36,4.2M,1K,T. Rosický,1979
7763,Italy,New York City Football Club,38,4M,10K,A. Pirlo,1778
6826,England,West Bromwich Albion,36,1.7M,53K,G. Barry,1988
80,Turkey,İstanbul Başakşehir FK,36,4M,26K,E. Belözoğlu,2055
229909,Russia,Zenit St. Petersburg,25,9M,43K,A. Lunev,1171
228941,Portugal,Milan,21,15.5M,77K,André Silva,1962
228687,Denmark,Ajax,19,16.5M,10K,K. Dolberg,1834
227950,Spain,Athletic Club de Bilbao,22,12M,21K,Yeray,1856
227796,United States,Borussia Dortmund,18,16.5M,31K,C. Pulisic,1891
227234,France,Olympique Lyonnais,20,14M,43K,L. Tousart,1971
226753,Cameroon,Ajax,21,11M,8K,A. Onana,1352
225199,France,OGC Nice,21,14.5M,28K,V. Koziello,2076
225028,Serbia,RC Celta de Vigo,24,13.5M,23K,N. Radoja,1851
223874,France,FC Nantes,22,14M,24K,V. Rongier,2024
223627,Syria,Al Ahli,28,10.5M,49K,O. Al Soma,1955
223061,Argentina,SL Benfica,23,14.5M,13K,F. Cervi,1890
223033,Spain,1. FC Köln,20,12M,26K,Jorge Meré,1677
222943,Spain,Málaga CF,25,12.5M,26K,Jony,1957
222558,Netherlands,Roma,22,12M,48K,R. Karsdorp,2069
222509,Spain,Real Madrid CF,20,16.5M,105K,Dani Ceballos,1980
221992,Mexico,PSV,21,14.5M,17K,H. Lozano,1931
221540,Brazil,SC Braga,27,10M,14K,Raúl,1778
221087,Spain,RCD Espanyol,22,10M,19K,Pau López,1268
219985,Uruguay,Inter,25,13M,59K,M. Vecino,1977
219932,Paraguay,Real Betis Balompié,21,15.5M,23K,A. Sanabria,1851
219576,Argentina,Sporting CP,25,12.5M,18K,R. Battaglia,2073
219411,Colombia,Brighton & Hove Albion,24,13M,50K,J. Izquierdo,1840
217877,Belgium,Trabzonspor,21,14.5M,23K,T. Bongonda,1800
216778,Portugal,Villarreal CF,23,12.5M,27K,Rúben Semedo,1806
216547,Portugal,SL Benfica,24,14M,13K,Rafa,1846
216475,Spain,Levante UD,29,10M,28K,Morales,1987
216189,Spain,SD Eibar,25,11.5M,21K,Capa,2076
216065,Italy,Fiorentina,25,9.5M,22K,M. Sportiello,1234
215333,Colombia,Sampdoria,26,13M,67K,D. Zapata,1741
215061,Argentina,Boca Juniors,27,12M,29K,D. Benedetto,1912
213582,Argentina,Sporting CP,23,14.5M,18K,A. Ruiz,1956
213400,Uruguay,Genoa,24,13.5M,30K,D. Laxalt,1923
213135,Belgium,VfL Wolfsburg,22,15M,92K,D. Origi,1881
212977,Germany,Hertha BSC Berlin,22,12.5M,25K,N. Stark,1898
212911,Portugal,FC Porto,25,12.5M,15K,Hernâni,1816
212230,Portugal,Sporting CP,22,14.5M,16K,Iuri Medeiros,1943
212198,Portugal,Sporting CP,22,14.5M,16K,Bruno Fernandes,2115
212153,Italy,Inter,23,14.5M,27K,R. Gagliardini,2004
211119,Portugal,Columbus Crew SC,29,10M,11K,Pedro Santos,1916
210930,Spain,RC Deportivo de La Coruña,24,14M,23K,Carles Gil,1863
210679,Portugal,SD Eibar,26,11M,22K,Paulo Oliveira,1685
210333,Argentina,CD Leganés,28,10.5M,29K,A. Szymanowski,1920
210282,Brazil,Roma,27,11M,62K,Bruno Peres,2128
209997,Austria,Stoke City,24,12M,53K,K. Wimmer,1672
209307,Brazil,Querétaro,26,8.5M,11K,Tiago Volpi,1376
208574,Serbia,Hamburger SV,24,14M,33K,F. Kostić,1939
208230,Greece,SL Benfica,28,8.5M,14K,A. Samaris,2009
208135,France,Watford,24,12M,45K,A. Doucouré,2023
207939,Argentina,Sevilla FC,27,10M,18K,G. Pizarro,1986
207877,Venezuela,Atlanta United FC,24,13.5M,10K,J. Martínez,1909
207862,Germany,Borussia Mönchengladbach,23,11.5M,30K,M. Ginter,1923
207494,England,Manchester United,24,13M,95K,J. Lingard,2005
206591,Germany,Hertha BSC Berlin,23,12M,25K,M. Weiser,2073
206225,Russia,Villarreal CF,26,12M,35K,D. Cheryshev,2022
206222,Spain,UD Las Palmas,26,11M,22K,Bigas,1859
206198,Germany,1. FC Köln,23,11.5M,30K,D. Heintz,1684
205923,Wales,Tottenham Hotspur,24,11M,66K,B. Davies,1950
205633,Argentina,Chievo Verona,28,10.5M,22K,L. Castro,2061
205569,England,Southampton,22,15M,68K,J. Ward-Prowse,2056
205114,Japan,SD Eibar,29,10M,25K,T. Inui,1906
204923,Austria,RB Leipzig,23,13.5M,53K,M. Sabitzer,1972
204884,France,Manchester City,22,13M,86K,B. Mendy,1935
204838,Mexico,SL Benfica,26,12.5M,16K,R. Jiménez,1956
204819,Argentina,FC Nantes,26,12.5M,30K,E. Sala,1902
204240,France,Dijon FCO,26,8.5M,17K,B. Reynet,1131
204077,France,Torino,22,14.5M,84K,M. Niang,1859
203980,Greece,Olympiakos CFP,24,13.5M,1K,K. Fortounis,1963
203895,Spain,KRC Genk,25,13M,19K,Pozuelo,1891
203627,Brazil,FC Krasnodar,28,10.5M,47K,Joãozinho,2068
203605,Czech Republic,TSG 1899 Hoffenheim,25,11M,33K,P. Kadeřábek,1987
203535,Netherlands,Feyenoord,22,14M,17K,T. Vilhena,2104
203362,Norway,FC Basel,22,14M,36K,M. Elyounoussi,1966
203106,Germany,1. FC Köln,23,13.5M,33K,L. Bittencourt,2015
202648,Spain,RCD Espanyol,23,14M,54K,Sergi Darder,1922
202325,Germany,RB Leipzig,25,11M,53K,D. Demme,1959
201878,France,Fiorentina,25,12.5M,64K,V. Eysseric,1941
201508,Uruguay,Sampdoria,26,13M,39K,G. Ramírez,1944
201505,Spain,RCD Espanyol,27,8.5M,28K,David López,1918
201325,Romania,FC Nantes,31,6.5M,20K,C. Tătăruşanu,1206
201144,Croatia,Fiorentina,28,10.5M,64K,M. Badelj,2012
201143,Algeria,Real Betis Balompié,25,11.5M,23K,A. Mandi,1938
201119,Brazil,Shakhtar Donetsk,27,8.5M,1K,Ismaily,2029
201095,Argentina,Club América,29,8M,45K,A. Marchesín,1270
201013,Poland,RSC Anderlecht,26,12.5M,29K,L. Teodorczyk,1817
200798,Portugal,SC Braga,30,6.5M,11K,Marafona,1198
200726,France,Montpellier Hérault SC,26,9.5M,22K,B. Lecomte,1089
200529,Belgium,West Bromwich Albion,27,11M,68K,N. Chadli,2006
200215,Germany,Borussia Dortmund,26,10.5M,50K,S. Rode,2021
199767,Netherlands,PSV,24,13.5M,89K,M. van Ginkel,2077
199626,Portugal,FC Porto,27,10.5M,16K,André André,2079
199602,Sweden,RC Celta de Vigo,25,13.5M,28K,J. Guidetti,1881
199304,Brazil,Manchester City,25,10.5M,95K,Danilo,2123
199069,Cameroon,FC Porto,25,13.5M,17K,V. Aboubakar,1910
199042,Chile,Bayer 04 Leverkusen,28,10.5M,54K,C. Aránguiz,2091
198614,Spain,Real Sociedad,29,9M,30K,Raúl Navas,1716
198584,Senegal,RSC Anderlecht,27,10M,24K,K. Mbodj,1857
198329,Spain,Valencia CF,26,13M,36K,Rodrigo,1938
198140,Argentina,Monterrey,26,13M,63K,R. Funes Mori,2020
198113,Germany,1. FC Köln,27,10.5M,38K,M. Höger,2107
197225,Uruguay,Seattle Sounders FC,28,10.5M,11K,N. Lodeiro,1992
197083,Italy,FC Schalke 04,29,10M,42K,D. Caligiuri,1997
196889,Italy,Bologna,24,13M,52K,S. Verdi,1938
196432,Argentina,River Plate,31,9M,25K,E. Pérez,2113
